age_group,education,gender,nationality,electoral_district,unit,EKRE,Eesti 200,Hard to say,Isamaa,Keskerakond,Mitte ükski erakond,Other,Parempoolsed,Reformierakond,Rohelised,SDE,N
75+,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,0,0,1,1,2,0,0,0,0,0,0,4
75+,Basic education,Female,Estonian,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0,1
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,0,0,0,0,1,0,0,2
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,1,0,0,0,0,1,3
75+,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,0,0,1,0,0,2,0,0,3
75+,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,1,0,1,0,0,0,0,0,0,2
75+,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1
75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,0,0,0,1,0,0,1
75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,1,0,0,0,0,0,0,0,2,0,0,3
75+,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,1,0,0,2
75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,0,1,0,1,0,0,0,0,0,0,3
75+,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,0,0,0,0,2,0,0,0,0,0,0,2
75+,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,1,0,0,0,0,0,0,0,1,0,0,2
75+,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Basic education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,1,0,0,0,0,0,0,0,1
75+,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,1,0,0,0,0,0,0,0,0,1
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0,1
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,1,0,0,1,0,1,3
75+,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,0,0,0,0,2,0,0,2
75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2,1,0,0,2,0,0,0,2,0,1,8
75+,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,0,1,1,0,0,0,0,0,0,0,1,3
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,1,0,0,0,0,0,1,2
75+,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,0,0,0,2,1,0,3
75+,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,1,0,0,0,0,0,0,1,0,1,3
75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,3,0,0,0,4,0,1,8
75+,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,2,2,1,0,1,0,0,1,0,1,9
75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,2,0,0,0,1,0,0,0,1,0,0,4
75+,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,0,0,0,0,0,1,0,1,3
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,1,1,0,0,2,0,0,5
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,0,0,0,3,0,0,3
75+,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,1,0,0,0,0,0,0,0,0,0,0,1
75+,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,0,1,0,1,2,0,0,0,2,0,1,7
75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,0,0,1,0,1,0,0,2,0,1,6
75+,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,2,0,0,2,0,0,4
75+,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,0,1,0,0,0,1,0,0,4,0,2,8
75+,Higher education,Female,Estonian,Tartu linn,Tartu linn,1,2,0,0,1,0,0,1,9,0,0,14
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1,0,0,0,1,0,0,0,0,0,1,3
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,0,0,0,0,3,0,0,3
75+,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,2,1,0,0,0,0,0,0,0,0,3
75+,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,1,0,0,0,0,0,0,0,0,1
75+,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,1,0,0,0,0,0,1,3
75+,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,0,0,1,0,0,0,0,0,0,0,1,2
75+,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,1,0,2,0,0,0,0,0,0,3
75+,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,1,0,0,0,0,0,0,1
75+,Higher education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,0,2,0,0,0,0,0,0,2
75+,Higher education,Female,Other,Tartu linn,Tartu linn,0,0,1,0,0,1,0,0,0,0,0,2
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,1,0,0,0,1,0,0,0,0,0,0,2
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,0,0,0,0,0,0,1,0,0,1
75+,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,1,0,0,0,0,0,2
75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1,0,0,2,3,1,0,0,3,1,0,11
75+,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,0,0,0,0,0,0,0,0,1,0,0,1
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,0,0,0,0,0,0,0,0,1,1
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,1,0,0,0,0,0,0,1,2
75+,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,2,0,0,0,0,0,0,0,0,0,0,2
75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,1,0,0,0,0,0,1,0,0,2
75+,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,3,0,0,0,1,0,0,0,0,0,0,4
75+,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,1,1,0,0,0,0,0,2
75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,2,0,1,0,2,0,0,5
75+,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,1,0,1,1,0,0,0,0,1,0,0,4
75+,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,0,0,1,0,0,0,0,0,1,0,0,2
75+,Higher education,Male,Estonian,Tartu linn,Tartu linn,1,0,2,0,1,1,0,0,3,0,1,9
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,0,0,0,0,1,0,0,0,0,0,0,1
75+,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,0,1,0,0,0,0,1,0,0,2
75+,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,1,0,0,1,0,1,4
75+,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,2,0,0,0,1,0,0,0,0,0,0,3
75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,1,0,0,0,0,0,0,0,0,1
75+,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,0,2,0,0,0,0,0,2
75+,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,0,0,0,0,3,0,0,0,0,0,0,3
75+,Higher education,Male,Other,Tartu linn,Tartu linn,0,0,0,1,0,0,0,0,0,0,0,1
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,1,0,0,0,0,0,0,0,0,1
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,0,0,1,2,2,0,0,0,4,0,0,9
75+,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1,0,0,0,1,2,1,0,1,0,0,6
75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,2,2,3,2,6,4,1,0,12,0,1,33
75+,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1,0,0,0,2,0,0,0,2,0,1,6
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,1,0,0,0,0,0,0,1,0,2,4
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,1,0,0,0,0,0,0,3,0,0,4
75+,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1,0,2,0,1,1,0,0,1,0,1,7
75+,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,0,1,0,2,0,0,4,0,0,7
75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,3,0,0,0,2,0,0,0,0,0,0,5
75+,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,4,1,1,1,3,1,0,0,4,0,2,17
75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1,0,4,1,2,2,0,0,1,0,0,11
75+,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,0,0,0,0,2,1,0,0,1,0,1,5
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,1,0,2,2,1,1,0,0,4,0,0,11
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,1,1,1,0,1,0,0,1,0,1,7
75+,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,0,0,2,0,1,0,0,0,0,0,0,3
75+,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,3,0,0,2,6,1,0,0,2,0,2,16
75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1,1,0,1,1,0,0,0,6,0,0,10
75+,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,0,0,0,1,0,0,2,0,0,3
75+,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,4,1,3,0,1,2,0,0,3,0,1,15
75+,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2,0,1,2,3,4,0,0,4,0,0,16
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,2,1,1,0,1,0,0,0,2,0,0,7
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,3,0,0,0,2,1,0,0,4,0,0,10
75+,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,0,1,0,1,1,0,0,2,0,1,7
75+,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,0,1
75+,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,1,0,0,2
75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,0,0,0,1,0,0,1
75+,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1,0,0,0,8,2,0,0,0,0,1,12
75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,0,0,0,0,0,1,0,0,1,0,0,2
75+,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,0,0,0,0,1,1,0,0,0,0,0,2
75+,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,0,0,1,0,1,1,0,0,0,0,0,3
75+,Secondary education,Female,Other,Pärnumaa,Pärnumaa,0,0,0,1,0,0,0,0,0,1,0,2
75+,Secondary education,Female,Other,Tartu linn,Tartu linn,0,0,1,0,0,0,0,0,0,0,0,1
75+,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,0,0,1,0,0,0,0,0,0,0,0,1
75+,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,0,1,0,0,0,0,0,1
75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,0,0,1,2,0,1,0,0,4,0,0,8
75+,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,2,0,0,0,1,1,0,0,0,0,0,4
75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,0,2,0,0,0,0,0,0,0,0,0,2
75+,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,0,0,0,0,0,0,0,0,2,0,1,3
75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,1,1,0,0,1,0,0,3
75+,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1,0,0,0,0,0,0,0,2,0,0,3
75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1,1,0,0,1,1,0,0,0,0,0,4
75+,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1,0,0,1,2,0,0,0,3,0,0,7
75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,2,0,0,0,0,0,0,0,0,0,0,2
75+,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1,0,0,0,0,0,0,0,1,0,0,2
75+,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,4,0,0,0,1,0,0,0,2,0,0,7
75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,0,0,1,1,0,0,0,0,0,0,0,2
75+,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,0,0,1,0,0,0,0,0,2,0,1,4
75+,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,3,1,0,0,3,2,0,0,2,0,0,11
75+,Secondary education,Male,Estonian,Tartu linn,Tartu linn,0,0,0,0,2,1,0,0,1,0,0,4
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,0,0,0,1,1,0,0,0,0,0,0,2
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1,0,0,0,2,0,0,1,0,0,1,5
75+,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1,1,1,0,1,0,0,0,0,0,1,5
75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,0,0,0,0,1,0,0,0,0,0,0,1
75+,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,1
75+,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,0,1,0,0,0,0,0,0,0,0,0,1
75+,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,0,1,0,0,0,0,0,0,0,0,0,1
75+,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,0,0,0,0,0,1,0,0,0,0,0,1
75+,Secondary education,Male,Other,Pärnumaa,Pärnumaa,0,0,0,0,0,1,0,0,0,0,0,1
